id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
650;Jurassic Park;ジュラシック・パーク;Jurassic Park;placeholder_url;Super Nintendo;Action;False;24-06-1994;Ocean Software;Ocean Software;playable;simple;Action game;Action-focused gameplay with minimal text needed.
651;Slayers;スレイヤーズ;Sureiyāzu;placeholder_url;Super Nintendo;RPG;True;24-06-1994;BEC;Banpresto;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
652;Turn and Burn: No-Fly Zone;スーパードッグファイト;Sūpā Doggufaito;placeholder_url;Super Nintendo;Flight;False;24-06-1994;Absolute;Absolute;playable;simple;Flight combat;Action-focused gameplay with minimal text needed.
653;Zig Zag Cat: Ostrich Club;ジグザグキャット;Jiguzagu Kyatto;placeholder_url;Super Nintendo;Action;True;24-06-1994;Opera House;Den'Z;playable;simple;Action game;Visual-based gameplay with minimal text needed.
654;Earthworm Jim;アースワームジム;Āsuwāmu Jimu;placeholder_url;Super Nintendo;Platform;False;23-06-1995;Shiny;Playmates;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
655;Jissen Kyoutei;実戦競艇;Jissen Kyōtei;placeholder_url;Super Nintendo;Racing;True;23-06-1995;Aisystem;Imagineer;not-recommended;complex;Boat racing sim;Complex mechanics requiring Japanese knowledge.
656;Mr. Do!;ミスタードゥ!;Misutā Du!;placeholder_url;Super Nintendo;Action;True;23-06-1995;C-Lab;Black Pearl;playable;simple;Action game;Visual-based gameplay with minimal text needed.
657;Nishijin Pachinko Monogatari;西陣パチンコ物語;Nishijin Pachinko Monogatari;placeholder_url;Super Nintendo;Simulation;True;23-06-1995;Unknown;KSS;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
658;Prehistorik Man;プレヒストリックマン;Purehisutorikku Man;placeholder_url;Super Nintendo;Platform;False;23-06-1995;Titus;Titus;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
659;Princess Minerva;プリンセスミネルバ;Purinsesu Mineruba;placeholder_url;Super Nintendo;RPG;True;23-06-1995;Atelier Double;Vic Tokai;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
660;Ruin Arm;ルインアーム;Ruin Āmu;placeholder_url;Super Nintendo;Action;True;23-06-1995;Tose;Bandai;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
661;Super Star Wars: Return of the Jedi;スーパースターウォーズ ジェダイの帰還;Sūpā Sutā Wōzu: Jedai no Kikan;placeholder_url;Super Nintendo;Action;False;23-06-1995;LucasArts;JVC;playable;simple;Action platformer;Action-focused gameplay with minimal text needed.
662;Battle Clash;スペースバズーカ;Supēsu Bazūka;placeholder_url;Super Nintendo;Light gun;False;21-06-1993;Intelligent Systems;Nintendo;playable;simple;Light gun shooter;Action-focused gameplay with minimal text needed.
663;Super Scope 6;スーパースコープ6;Sūpā Sukōpu 6;placeholder_url;Super Nintendo;Light gun;False;21-06-1993;Nintendo;Nintendo;playable;simple;Light gun compilation;Visual-based gameplay with minimal text needed.
664;Ys III: Wanderers from Ys;イースIII;Īsu Surī;placeholder_url;Super Nintendo;Action RPG;False;21-06-1991;Tonkin House;American Sammy;caution;complex;Action RPG;English release available but complex systems.
665;Shinzui Taikyoku Igo;神髄対局囲碁;Shinzui Taikyoku Igo;placeholder_url;Super Nintendo;Board Game;True;02-06-1995;Jorudan;J-Wing;not-recommended;complex;Go game;Complex rules requiring Japanese knowledge.
666;NCAA Basketball;スーパーダンクショット;Sūpā Danku Shotto;placeholder_url;Super Nintendo;Sports;False;19-06-1992;Sculptured Software;Nintendo;playable;simple;Basketball game;Sports gameplay with minimal text needed.
667;Super Shougi;スーパー将棋;Sūpā Shōgi;placeholder_url;Super Nintendo;Board Game;True;19-06-1992;Unknown;I'MAX;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
668;Hayazashi Nidan Morita Shogi;早指二段森田将棋;Hayazashi Nidan Morita Shōgi;placeholder_url;Super Nintendo;Board Game;True;18-06-1993;Random House;SETA;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
669;Shinseiki Odysselya;新世紀オデッセリア;Shinseiki Odeseria;placeholder_url;Super Nintendo;RPG;True;18-06-1993;Vic Tokai;Vic Tokai;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
670;Bubsy;やまねこバブジーの大冒険;Yamaneko Bubsy no Daibōken;placeholder_url;Super Nintendo;Platform;False;17-06-1994;Accolade;Accolade;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
671;FIFA International Soccer;FIFAインターナショナルサッカー;FIFA Intānashonaru Sakkā;placeholder_url;Super Nintendo;Sports;False;17-06-1994;Extended Play;EA Sports;playable;simple;Soccer game;Sports gameplay with minimal text needed.
672;Pocky & Rocky 2;奇々怪界 月夜草紙;KiKi KaiKai: Tsukiyozōshi;placeholder_url;Super Nintendo;Action;False;17-06-1994;Natsume;Natsume;playable;simple;Action shooter;Action-focused gameplay with minimal text needed.
673;SD Hiryuu no Ken;SDひりゅうの拳;SD Hiryū no Ken;placeholder_url;Super Nintendo;Fighting;True;17-06-1994;Culture Brain;Culture Brain;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
674;Super Off Road: The Baja;スーパー4WD ザ・バハ;Sūpā 4WD Za Baha;placeholder_url;Super Nintendo;Racing;False;17-06-1994;Software Creations;Tradewest;playable;simple;Racing game;Racing gameplay with minimal text requirements.
675;Super Shougi 2;スーパー将棋2;Sūpā Shōgi 2;placeholder_url;Super Nintendo;Board Game;True;17-06-1994;Unknown;I'MAX;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
676;Ultima: Runes of Virtue II;ウルティマ外伝 黒騎士の陰謀;Urutima Gaiden: Kuro Kishi no Inbō;placeholder_url;Super Nintendo;Action RPG;False;17-06-1994;Origin Systems;FCI;caution;complex;Action RPG;English release available but complex systems.
677;World Cup Striker;エリートサッカー;Erīto Sakkā;placeholder_url;Super Nintendo;Sports;False;17-06-1994;Rage Software;GameTek;playable;simple;Soccer game;Sports gameplay with minimal text needed.
678;Yakouchuu;夜光虫;Yakōchū;placeholder_url;Super Nintendo;Action;True;16-06-1995;Athena;Athena;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
679;Arabian Nights;アラビアンナイツ;Arabian Naitsu;placeholder_url;Super Nintendo;Action;True;14-06-1996;Pandora Box;Takara;playable;simple;Action game;Action-focused gameplay with minimal text needed.
680;Best Shot Pro Golf;ベストショットプロゴルフ;Besuto Shotto Puro Gorufu;placeholder_url;Super Nintendo;Sports;True;14-06-1996;KID;ASCII;caution;simple;Golf game;Menu navigation in Japanese but gameplay is visual.
681;Cosmo Police Galivan II;コスモポリスギャリバンII;Kosumo Porisu Gyariban II;placeholder_url;Super Nintendo;Action;True;11-06-1993;Cream;Nichibutsu;playable;simple;Action game;Action-focused gameplay with minimal text needed.
682;Pro Mahjong Kiwame;プロ麻雀極;Puro Mājan Kiwame;placeholder_url;Super Nintendo;Board Game;True;11-06-1993;Unknown;Athena;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
683;Super Formation Soccer II;スーパーフォーメーションサッカーII;Sūpā Fōmēshon Sakkā II;placeholder_url;Super Nintendo;Sports;True;11-06-1993;Human;Human;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
684;Honke Sankyo Fever;本家三共フィーバー;Honke Sankyō Fībā;placeholder_url;Super Nintendo;Simulation;True;10-06-1995;Vistec;Den'Z;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
685;Knights of the Round;ナイツオブザラウンド;Naitsu obu za Raundo;placeholder_url;Super Nintendo;Beat 'em up;False;10-06-1994;Capcom;Capcom;playable;simple;Beat 'em up;Action-focused gameplay with minimal text needed.
686;Popful Mail;ポップフルメイル;Poppufuru Meiru;placeholder_url;Super Nintendo;Action RPG;True;10-06-1994;Falcom;Falcom;not-recommended;complex;Action RPG;Story-heavy game requiring Japanese knowledge.
687;Street Fighter II;ストリートファイターII;Sutorīto Faitā II;placeholder_url;Super Nintendo;Fighting;False;10-06-1992;Capcom;Capcom;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
688;Picross NP Vol. 8;ピクロスNP Vol.8;Pikurosu NP Vol.8;placeholder_url;Super Nintendo;Puzzle;True;01-06-2000;Jupiter;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
689;Oekaki Logic;お絵かきロジック;Oekaki Rojikku;placeholder_url;Super Nintendo;Puzzle;True;01-06-1999;Unknown;Sekaibunka;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
690;Picross NP Vol. 2;ピクロスNP Vol.2;Pikurosu NP Vol.2;placeholder_url;Super Nintendo;Puzzle;True;01-06-1999;Jupiter;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
691;Wizardry I-II-III;ウィザードリーI・II・III;Wizādorī I-II-III;placeholder_url;Super Nintendo;RPG;True;01-06-1999;Gung-Ho;Media Factory;not-recommended;complex;RPG collection;Complex systems requiring Japanese knowledge.
692;Dr. Mario;ドクターマリオ;Dokutā Mario;placeholder_url;Super Nintendo;Puzzle;False;01-06-1998;Tose;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
693;Genjuu Ryodan;幻獣旅団;Genjū Ryodan;placeholder_url;Super Nintendo;Strategy;True;01-06-1998;Crea-Tech;Axela;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
694;Ring ni Kakero;リングにかけろ;Ringu ni Kakero;placeholder_url;Super Nintendo;Sports;True;01-06-1998;Earthly Soft;Masaya;caution;simple;Boxing game;Menu navigation in Japanese but gameplay is visual.
695;J.League '96 Dream Stadium;Jリーグ'96ドリームスタジアム;J Rīgu '96 Dorīmu Sutajiamu;placeholder_url;Super Nintendo;Sports;True;01-06-1996;A.I. Company;Hudson Soft;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
696;Kamen Rider SD;仮面ライダーSD;Kamen Raidā SD;placeholder_url;Super Nintendo;Action;True;09-07-1995;Unknown;Yutaka;playable;simple;Action game;Action-focused gameplay with minimal text needed.
697;Super High Impact;スーパーハイインパクト;Sūpā Hai Inpakuto;placeholder_url;Super Nintendo;Sports;False;09-07-1993;Iguana;Acclaim;playable;simple;Football game;Sports gameplay with minimal text needed.
698;Yoshi's Cookie;ヨッシーのクッキー;Yosshī no Kukkī;placeholder_url;Super Nintendo;Puzzle;False;09-07-1993;BPS;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
699;Beauty and the Beast;美女と野獣;Bijo to Yajū;placeholder_url;Super Nintendo;Platform;False;08-07-1994;Probe;Hudson Soft;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
700;Dolucky's A-League Soccer;ドラッキーのAリーグサッカー;Dorakkī no A Rīgu Sakkā;placeholder_url;Super Nintendo;Sports;True;08-07-1994;Zoom;Imagineer;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
701;Robotrek;スラップスティック;Surappu Sutikku;placeholder_url;Super Nintendo;RPG;False;08-07-1994;Quintet;Enix;caution;complex;RPG adventure;English release available but complex systems.
702;Caravan Shooting Collection;キャラバンシューティングコレクション;Kyaraban Shūtingu Korekushon;placeholder_url;Super Nintendo;Shooter;True;07-07-1995;Hudson Soft;Hudson Soft;playable;simple;Shooting collection;Action-focused gameplay with minimal text needed.
703;Dekitate High School;できたてハイスクール;Dekitate Hai Sukūru;placeholder_url;Super Nintendo;Adventure;True;07-07-1995;C-Lab;BPS;not-recommended;complex;School simulation;Story-heavy game requiring Japanese knowledge.
704;Pachinko Challenger;パチンコチャレンジャー;Pachinko Charenjā;placeholder_url;Super Nintendo;Simulation;True;07-07-1995;Unknown;Carrozzeria;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
705;Shiki Eiyuuden;四季英雄伝;Shiki Eiyūden;placeholder_url;Super Nintendo;RPG;True;07-07-1995;Unknown;Outrigger;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
706;Shin Ikkaku Senkin;新一攫千金;Shin Ikkaku Senkin;placeholder_url;Super Nintendo;Simulation;True;07-07-1995;Jorudan;VAP;not-recommended;complex;Gambling simulation;Complex mechanics requiring Japanese knowledge.
707;Super F1 Circus Gaiden;スーパーF1サーカス外伝;Sūpā F1 Sākasu Gaiden;placeholder_url;Super Nintendo;Racing;True;07-07-1995;Cream;Nichibutsu;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
708;Kidou Senshi Gundam F91;機動戦士ガンダムF91;Kidō Senshi Gandamu F91;placeholder_url;Super Nintendo;Action;True;06-07-1991;Nova;Bandai;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
709;Honoo no Doukyuuji: Dodge Danpei;炎の闘球児 ドッジ弾平;Honō no Dōkyūji: Dojji Danpei;placeholder_url;Super Nintendo;Sports;True;31-07-1992;Unknown;Sunsoft;playable;simple;Dodgeball game;Sports gameplay with minimal text needed.
710;Kikou Keisatsu Metal Jack;機甲警察メタルジャック;Kikō Keisatsu Metaru Jakku;placeholder_url;Super Nintendo;Action;True;31-07-1992;Atlus;Atlus;playable;simple;Action game;Action-focused gameplay with minimal text needed.
711;King of the Monsters;キング・オブ・ザ・モンスターズ;Kingu obu za Monsutāzu;placeholder_url;Super Nintendo;Fighting;False;31-07-1992;Genki;Takara;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
712;Ultimate Fighter;ひりゅうの拳S;Hiryū no Ken S;placeholder_url;Super Nintendo;Fighting;False;31-07-1992;Culture Brain;Culture Brain;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
713;Aero Fighters;ソニックウィングス;Sonikku Wingusu;placeholder_url;Super Nintendo;Shooter;False;30-07-1993;Video System;MC O'River;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
714;Bishōjo Janshi Suchie-Pai;美少女雀士スーチーパイ;Bishōjo Janshi Sūchī Pai;placeholder_url;Super Nintendo;Board Game;True;30-07-1993;DCE;Jaleco;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
715;Daibakushou Jinsei Gekijou;大爆笑人生劇場;Daibakushō Jinsei Gekijō;placeholder_url;Super Nintendo;Board Game;True;30-07-1993;Taito;Taito;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
716;Rocky Rodent;ニトロパンクス;Nitoro Pankusu;placeholder_url;Super Nintendo;Platform;False;30-07-1993;Irem;Irem;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
717;Super Putty;パティムーン;Pati Mūn;placeholder_url;Super Nintendo;Platform;False;30-07-1993;System 3;U.S. Gold;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
718;Uchū no Kishi: Tekkaman Blade;宇宙の騎士テッカマンブレード;Uchū no Kishi Tekkaman Burēdo;placeholder_url;Super Nintendo;Action;True;30-07-1993;A.I. Company;BEC;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
719;Light Fantasy;ライトファンタジー;Raito Fantajī;placeholder_url;Super Nintendo;RPG;True;03-07-1992;Advance Communication;Tonkin House;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
720;Parodius;パロディウスだ!;Parodiusu Da!;placeholder_url;Super Nintendo;Shooter;True;03-07-1992;Konami;Konami;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
721;PGA Tour Golf;PGAツアーゴルフ;PGA Tsua Gorufu;placeholder_url;Super Nintendo;Sports;False;03-07-1992;Polygames;EA Sports;playable;simple;Golf game;Sports gameplay with minimal text needed.
722;Prince of Persia;プリンス・オブ・ペルシャ;Purinsu obu Perushia;placeholder_url;Super Nintendo;Platform;False;03-07-1992;Arsys Software;Konami;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
723;Super Bowling;スーパーボウリング;Sūpā Bouringu;placeholder_url;Super Nintendo;Sports;False;03-07-1992;KID;Athena;playable;simple;Bowling game;Sports gameplay with minimal text needed.
724;Super Off Road;スーパーオフロード;Sūpā Ofu Rōdo;placeholder_url;Super Nintendo;Racing;False;03-07-1992;Software Creations;Tradewest;playable;simple;Racing game;Racing gameplay with minimal text requirements.
725;Hat Trick Hero 2;ハットトリックヒーロー2;Hatto Torikku Hīrō 2;placeholder_url;Super Nintendo;Sports;True;29-07-1994;Neverland;Taito;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
726;Koushien 3;甲子園3;Kōshien 3;placeholder_url;Super Nintendo;Sports;True;29-07-1994;Magical Company;Magical Company;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
727;Lode Runner Twin;ロードランナーツイン;Rōdo Rannā Tsuin;placeholder_url;Super Nintendo;Puzzle;True;29-07-1994;T&E Soft;T&E Soft;playable;simple;Puzzle platformer;Visual-based gameplay with minimal text needed.
728;Pachi-Slot Monogatari;パチスロ物語;Pachi-Surotto Monogatari;placeholder_url;Super Nintendo;Simulation;True;29-07-1994;KAZe;KSS;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
729;Ranma 1/2: Akanekodan Teki Hihou;らんま1/2 あかねこ団的秘宝;Ranma 1/2: Akaneko-dan Teki Hihō;placeholder_url;Super Nintendo;Action;True;29-07-1994;Rumic Soft;Shogakukan;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
730;Super Famista 3;スーパーファミスタ3;Sūpā Famisuta 3;placeholder_url;Super Nintendo;Sports;True;29-07-1994;Namco;Namco;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
731;Super Fire Pro Wrestling 3 Final Bout;スーパーファイヤープロレスリング3 ファイナルバウト;Sūpā Faiyā Puroresuringu 3 Fainaru Bauto;placeholder_url;Super Nintendo;Sports;True;29-07-1994;Human;Human;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
732;Zen-Nippon Pro Wrestling 2;全日本プロレスリング2;Zen Nippon Puroresuringu 2;placeholder_url;Super Nintendo;Sports;True;29-07-1994;Natsume;Masaya;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
733;Bishoujo Senshi Sailor Moon S;美少女戦士セーラームーンS;Bishōjo Senshi Sērā Mūn S;placeholder_url;Super Nintendo;Fighting;True;28-07-1995;Angel;Bandai;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
734;Emerald Dragon;エメラルドドラゴン;Emerarudo Doragon;placeholder_url;Super Nintendo;RPG;True;28-07-1995;Glodia;NCS;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
735;Kunio-kun no Dodge Ball 2;くにおくんのドッジボール2;Kunio-kun no Dojji Bōru 2;placeholder_url;Super Nintendo;Sports;True;28-07-1995;Technos Japan;Technos Japan;playable;simple;Dodgeball game;Sports gameplay with minimal text needed.
736;Super Fire Pro Wrestling Special;スーパーファイヤープロレスリングスペシャル;Sūpā Faiyā Puroresuringu Supesharu;placeholder_url;Super Nintendo;Sports;True;28-07-1995;Human;Human;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
737;Tactics Ogre;タクティクスオウガ;Takutikusu Ōga;placeholder_url;Super Nintendo;Strategy;True;28-07-1995;Quest;Quest;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
738;Zen-Nippon Pro Wrestling: Fight da Pon!;全日本プロレスリング ファイトだポン!;Zen Nippon Puroresuringu: Faito da Pon!;placeholder_url;Super Nintendo;Sports;True;28-07-1995;Natsume;Masaya;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
739;Bishoujo Senshi Sailor Moon SuperS;美少女戦士セーラームーンSuperS;Bishōjo Senshi Sērā Mūn SuperS;placeholder_url;Super Nintendo;Fighting;True;26-07-1996;Angel;Bandai;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
740;Super View Baseball;スーパービューベースボール;Sūpā Byū Bēsubōru;placeholder_url;Super Nintendo;Sports;True;26-07-1996;Genki;Hudson Soft;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
741;Tenchi Muyou! Gokuraku Pack;天地無用! 極楽パック;Tenchi Muyō! Gokuraku Pakku;placeholder_url;Super Nintendo;Adventure;True;26-07-1996;Banpresto;Banpresto;not-recommended;complex;Adventure game;Story-heavy game requiring Japanese knowledge.
742;Picross NP Vol. 6;ピクロスNP Vol.6;Pikurosu NP Vol.6;placeholder_url;Super Nintendo;Puzzle;True;24-07-1999;Jupiter;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
743;Bishoujo Senshi Sailor Moon;美少女戦士セーラームーン;Bishōjo Senshi Sērā Mūn;placeholder_url;Super Nintendo;Action;True;23-07-1993;Angel;Bandai;playable;simple;Action game;Action-focused gameplay with minimal text needed.
744;Dragon Ball Z: Super Butouden;ドラゴンボールZ 超武闘伝;Doragon Bōru Zetto Chō Butōden;placeholder_url;Super Nintendo;Fighting;True;23-07-1993;TOSE;Bandai;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
745;Exhaust Heat;エキゾーストヒート;Ekizōsuto Hīto;placeholder_url;Super Nintendo;Racing;True;23-07-1993;Seta;Seta;playable;simple;Racing game;Racing gameplay with minimal text requirements.
746;Hakunetsu Pro Yakyuu '93 Ganba League;熱血プロ野球'93がんばリーグ;Nekketsu Puro Yakyū '93 Ganba Rīgu;placeholder_url;Super Nintendo;Sports;True;23-07-1993;Tonkin House;Tonkin House;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
747;Hebereke's Popoitto;へべれけのぽぽいと;Hebereke no Popoitto;placeholder_url;Super Nintendo;Puzzle;True;28-07-1995;Sunsoft;Sunsoft;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
748;Shuushoku Game;就職ゲーム;Shūshoku Gēmu;placeholder_url;Super Nintendo;Simulation;True;28-07-1995;Lenar;Imagineer;not-recommended;complex;Job hunting simulation;Complex mechanics requiring Japanese knowledge.
749;Super Genjin 2;超原人2;Chō Genjin 2;placeholder_url;Super Nintendo;Platform;True;28-07-1995;A.I. Company;Hudson Soft;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
750;Ultima: Kyouryuu Teikoku;ウルティマ 恐竜帝国;Urutima: Kyōryū Teikoku;placeholder_url;Super Nintendo;RPG;True;28-07-1995;Origin Systems;Pony Canyon;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
751;Ultra League: Moero! Soccer Daikessen!!;ウルトラリーグ 燃えろ!サッカー大決戦!!;Urutora Rīgu: Moero! Sakkā Daikessen!!;placeholder_url;Super Nintendo;Sports;True;28-07-1995;Tom Create;Yutaka;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
752;Super Ultra Baseball 2;スーパーウルトラベースボール2;Sūpā Urutora Bēsubōru 2;placeholder_url;Super Nintendo;Sports;False;28-07-1994;Culture Brain;Culture Brain;playable;simple;Baseball game;Sports gameplay with minimal text needed.
753;3x3 Eyes Seima Kourin-den;3x3EYES 聖魔降臨伝;Surī Bai Surī Aizu Seima Kōrin-den;placeholder_url;Super Nintendo;Action;True;28-07-1992;Nova Games;Yutaka;not-recommended;complex;Action RPG;Story-heavy game requiring Japanese knowledge.
754;Earth Light: Luna Strike;アースライト ルナストライク;Āsu Raito: Runa Sutoraiku;placeholder_url;Super Nintendo;Action;True;26-07-1996;Hudson Soft;Hudson Soft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
755;Energy Breaker;エナジーブレイカー;Enajī Bureikā;placeholder_url;Super Nintendo;RPG;True;26-07-1996;Neverland;Taito;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
756;Lennus II: Fuuin no Shito;レナス II 封印の使徒;Renasu II: Fūin no Shito;placeholder_url;Super Nintendo;RPG;True;26-07-1996;Copya Systems;Asmik Ace;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
757;SimCity Jr.;シムシティJr.;Shimu Shiti Jr.;placeholder_url;Super Nintendo;Simulation;True;26-07-1996;Unknown;Imagineer;caution;complex;City simulation;Menu-heavy but with visual elements.
758;Spriggan Powered;スプリガン パワード;Supurigan Pawādo;placeholder_url;Super Nintendo;Action;True;26-07-1996;Micronics;Naxat Soft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
759;Table Game Daishuugou;テーブルゲーム大集合;Tēburu Gēmu Daishūgō;placeholder_url;Super Nintendo;Board Game;True;26-07-1996;Unknown;Varie;not-recommended;complex;Board game collection;Complex rules requiring Japanese knowledge.
760;U.N. Squadron;エリア88;Eria 88;placeholder_url;Super Nintendo;Shooter;False;26-07-1991;Capcom;Capcom;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
761;BlaZeon;ブレイゾン;Bureizon;placeholder_url;Super Nintendo;Shooter;False;24-07-1992;AI;Atlus;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
762;Earth Light;アースライト;Āsu Raito;placeholder_url;Super Nintendo;Action;True;24-07-1992;Hudson Soft;Hudson Soft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
763;Football Fury;アルティメットフットボール;Arutimetto Futtobōru;placeholder_url;Super Nintendo;Sports;False;24-07-1992;Aicom;Sammy;playable;simple;Football game;Sports gameplay with minimal text needed.
764;Super F1 Circus;スーパーF1サーカス;Sūpā F1 Sākasu;placeholder_url;Super Nintendo;Racing;True;24-07-1992;Cream;Nichibutsu;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
765;Syvalion;サイバリオン;Saibarion;placeholder_url;Super Nintendo;Shooter;False;24-07-1992;Taito;Toshiba EMI;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
766;Teenage Mutant Ninja Turtles IV: Turtles in Time;タートルズ イン タイム;Tātoruzu in Taimu;placeholder_url;Super Nintendo;Beat 'em up;False;24-07-1992;Konami;Konami;playable;simple;Beat 'em up;Action-focused gameplay with minimal text needed.
767;Super Solitaire;トランプアイランド;Toranpu Airando;placeholder_url;Super Nintendo;Cards;False;23-07-1995;Beam Software;Pack-In-Video;playable;simple;Card game;Visual-based gameplay with minimal text needed.
768;3rd Super Robot Wars;第3次スーパーロボット大戦;Dai 3-ji Sūpā Robotto Taisen;placeholder_url;Super Nintendo;Strategy;True;23-07-1993;Banpresto;Banpresto;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
769;Ancient Magic: Bazoo! Mahou Sekai;バズー! 魔法世界;Bazū! Mahō Sekai;placeholder_url;Super Nintendo;RPG;True;23-07-1993;Hot-B;Hot-B;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
770;Battle Dodge Ball II;バトルドッジボール2;Batoru Dojjibōru 2;placeholder_url;Super Nintendo;Sports;True;23-07-1993;Nova Games;Banpresto;playable;simple;Sports game;Action-focused gameplay with minimal text needed.
771;Mega-Lo-Mania;メガロマニア 時空大戦略;Megaromania: Jikū Daisenryaku;placeholder_url;Super Nintendo;Strategy;True;23-07-1993;Sensible Software;Imagineer;caution;complex;Strategy game;Complex mechanics but some visual elements.
772;Super Back to the Future II;スーパー バック・トゥ・ザ・フューチャー2;Sūpā Bakku tu za Fyūchā 2;placeholder_url;Super Nintendo;Action;True;23-07-1993;Invictus;Toshiba EMI;playable;simple;Action game;Action-focused gameplay with minimal text needed.
773;Super James Pond;スーパージェームズポンド;Sūpā Jēmuzu Pondo;placeholder_url;Super Nintendo;Platform;False;23-07-1993;Millennium Interactive;Victor Interactive;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
774;Wing Commander;ウィングコマンダー;Wingu Komandā;placeholder_url;Super Nintendo;Space Sim;False;23-07-1993;Origin Systems;ASCII Entertainment;caution;complex;Space simulation;English release available but complex systems.
